id,Age,Gender,Income,Education,FamilyStatus,CurrentCar,AgeOfCurrentCar,MunicipalityType,FuturePurchase
154218,31,Male,53500,High school,Merried,Purchased as used,2002,Urban,Used
42922,37,Male,53500,High school,Merried,Purchased as used,2002,Urban,Used
123011,31,Female,31000.3333333333,High school,Merried,Purchased as used,2001.5,Urban,Used
31091,33,Female,34500.5,High school,Merried,Purchased as used,2001.5,Urban,Used
174576,28,Male,26750,High school,Merried,Purchased as used,2001.5,Urban,Used
193627,30,Male,40000.5,High school,Merried,Purchased as used,2001.5,Rural,Used
306497,36,Male,40000.5,High school,Merried,Purchased as used,2001.5,Urban,Used
123039,37,Male,93001,High school,Merried,Purchased as used,2001.5,Urban,Used
188347,44,Female,19500.5,High school,Merried,Purchased as used,2001,Urban,Used
224612,30,Female,22001,High school,Merried,Purchased as used,2001,Urban,Used
226915,25,Female,22500.5,High school,Merried,Purchased as used,2001,Urban,Used
141794,42,Female,31000.3333333333,High school,Merried,Purchased as used,2001,Urban,Used
131605,37,Female,34500.5,High school,Merried,Purchased as used,2001,Urban,Used
141157,29,Female,35666.6666666667,High school,Merried,Purchased as used,2001,Rural,Used
176093,30,Female,46500.5,High school,Merried,Purchased as used,2001,Urban,Used
306577,35,Male,5750.5,High school,Merried,Purchased as used,2001,Rural,Used
272074,31,Male,13500.5,High school,Merried,Purchased as used,2001,Urban,Used
284201,28,Male,22001,High school,Merried,Purchased as used,2001,Rural,Used
157193,28,Male,26000.5,High school,Merried,Purchased as used,2001,Urban,Used
131642,36,Male,26000.5,High school,Merried,Purchased as used,2001,Urban,Used
272927,40,Male,26000.5,High school,Merried,Purchased as used,2001,Urban,Used
162026,28,Male,30000.5,High school,Merried,Purchased as used,2001,Urban,Used
310076,39,Male,30000.5,High school,Merried,Purchased as used,2001,Urban,Used
179380,35,Male,30000.5,High school,Merried,Purchased as used,2001,Urban,Used
75161,37,Male,30000.5,High school,Merried,Purchased as used,2001,Urban,Used
154095,36,Male,30000.5,High school,Merried,Purchased as used,2001,Urban,Used
46322,43,Male,34500.5,High school,Merried,Purchased as used,2001,Urban,Used
148877,40,Male,34500.5,High school,Merried,Purchased as used,2001,Rural,Used
60119,22,Male,40000.5,High school,Merried,Purchased as used,2001,Urban,Used
68265,43,Male,40000.5,High school,Merried,Purchased as used,2001,Urban,Used
183800,41,Male,40000.5,High school,Merried,Purchased as used,2001,Rural,Used
310013,45,Male,46500.5,High school,Merried,Purchased as used,2001,Urban,Used
306886,42,Male,52001,High school,Merried,Purchased as used,2001,Urban,Used
164196,31,Male,52001,High school,Merried,Purchased as used,2001,Urban,Used
140789,42,Male,53500,High school,Merried,Purchased as used,2001,Urban,Used
175906,35,Male,69001,High school,Merried,Purchased as used,2001,Urban,Used
140889,40,Female,40000.5,High school,Merried,Purchased as used,2000.5,Urban,Used
195946,36,Female,53500,High school,Merried,Purchased as used,2000.5,Rural,Used
187899,42,Male,31000.3333333333,High school,Merried,Purchased as used,2000.5,Urban,Used
144989,42,Female,53500,High school,Merried,Purchased as a new,2000.33333333333,Urban,Used
258833,42,Female,3500.5,High school,Merried,Purchased as used,2000,Urban,Used
307521,32,Female,22500.5,High school,Merried,Purchased as used,2000,Urban,Used
159449,45,Female,26000.5,High school,Merried,Purchased as used,2000,Rural,Used
178160,25,Female,34500.5,High school,Merried,Purchased as used,2000,Urban,Used
258865,37,Female,39001,High school,Merried,Purchased as used,2000,Urban,Used
44089,29,Male,39001,High school,Merried,Purchased as used,2000,Urban,Used
118413,36,Male,45001,High school,Merried,Purchased as used,2000,Urban,Used
26579,37,Male,53500,High school,Merried,Purchased as used,2000,Urban,Used
267447,46,Female,26750,High school,Merried,Purchased as a new,1999.5,Urban,Used
166039,31,Female,26000.5,High school,Merried,Purchased as used,1999,Urban,Used
310696,37,Female,26000.5,High school,Merried,Purchased as used,1999,Rural,Used
259286,39,Female,30000.5,High school,Merried,Purchased as used,1999,Rural,Used
175843,34,Female,46500.5,High school,Merried,Purchased as used,1999,Urban,Used
307482,42,Female,52001,High school,Merried,Purchased as used,1999,Rural,Used
151234,45,Male,22500.5,High school,Merried,Purchased as used,1999,Urban,Used
201771,30,Male,34500.5,High school,Merried,Purchased as used,1999,Urban,Used
307078,44,Male,34500.5,High school,Merried,Purchased as used,1999,Urban,Used
185490,39,Male,45001,High school,Merried,Purchased as used,1999,Urban,Used
118283,45,Male,53500,High school,Merried,Purchased as used,1999,Urban,Used
306637,33,Male,11501,High school,Merried,Purchased as a new,1999,Urban,Used
118002,47,Female,46500.5,High school,Merried,Purchased as used,1998.5,Urban,Used
272061,24,Female,30000.5,High school,Merried,Purchased as used,1998,Urban,Used
145731,45,Female,39001,High school,Merried,Purchased as used,1998,Urban,Used
118020,36,Female,40000.5,High school,Merried,Purchased as used,1998,Rural,Used
186945,38,Female,45001,High school,Merried,Purchased as used,1998,Urban,Used
63084,47,Male,27001,High school,Merried,Purchased as used,1998,Urban,Used
310027,33,Male,31000.3333333333,High school,Merried,Purchased as used,1998,Rural,Used
184034,36,Male,33001,High school,Merried,Purchased as used,1998,Urban,Used
184046,44,Male,39001,High school,Merried,Purchased as used,1998,Urban,Used
267450,39,Male,46500.5,High school,Merried,Purchased as used,1998,Urban,Used
188245,44,Male,46500.5,High school,Merried,Purchased as used,1998,Urban,Used
158763,37,Male,69001,High school,Merried,Purchased as used,1998,Urban,Used
174675,38,Male,107000,High school,Merried,Purchased as used,1998,Urban,Used
141055,35,Female,11501,High school,Merried,Purchased as used,1997,Urban,Used
174888,25,Female,14501,High school,Merried,Purchased as used,1997,Urban,Used
183846,30,Female,16500.5,High school,Merried,Purchased as used,1997,Urban,Used
307547,34,Female,22500.5,High school,Merried,Purchased as used,1997,Rural,Used
284188,44,Female,26000.5,High school,Merried,Purchased as used,1997,Urban,Used
307363,29,Female,27001,High school,Merried,Purchased as used,1997,Urban,Used
133821,39,Female,30000.5,High school,Merried,Purchased as used,1997,Urban,Used
174954,40,Female,35666.6666666667,High school,Merried,Purchased as used,1997,Urban,Used
273735,40,Female,39001,High school,Merried,Purchased as used,1997,Urban,Used
307423,40,Female,39001,High school,Merried,Purchased as used,1997,Rural,Used
123027,45,Female,40000.5,High school,Merried,Purchased as used,1997,Urban,Used
151233,37,Male,22001,High school,Merried,Purchased as used,1997,Rural,Used
306724,41,Male,27001,High school,Merried,Purchased as used,1997,Rural,Used
174706,44,Male,33001,High school,Merried,Purchased as used,1997,Urban,Used
33029,33,Male,34500.5,High school,Merried,Purchased as used,1997,Urban,Used
306431,41,Male,52001,High school,Merried,Purchased as used,1997,Rural,Used
251940,26,Male,22001,High school,Merried,Purchased as used,1996.5,Urban,Used
193629,42,Male,46500.5,High school,Merried,Purchased as used,1996.5,Urban,Used
118307,43,Female,33001,High school,Merried,Purchased as used,1996,Urban,Used
310680,48,Female,40000.5,High school,Merried,Purchased as used,1996,Rural,Used
58295,23,Female,27001,High school,Merried,Purchased as used,1995.5,Urban,Used
157278,33,Male,16500.5,High school,Merried,Purchased as used,1995.5,Rural,Used
259279,27,Male,19500.5,High school,Merried,Purchased as used,1995.5,Urban,Used
132142,40,Female,16500.5,High school,Merried,Purchased as used,1995,Urban,Used
118257,35,Female,20000.25,High school,Merried,Purchased as used,1995,Urban,Used
251576,24,Female,22001,High school,Merried,Purchased as used,1995,Rural,Used
307281,40,Female,27001,High school,Merried,Purchased as used,1995,Urban,Used
306506,29,Female,39001,High school,Merried,Purchased as used,1995,Urban,Used
175662,26,Female,52001,High school,Merried,Purchased as used,1995,Urban,Used
166007,34,Female,52001,High school,Merried,Purchased as used,1995,Rural,Used
258970,38,Female,60001,High school,Merried,Purchased as used,1995,Urban,Used
37179,28,Male,60001,High school,Merried,Purchased as used,1995,Urban,Used
45482,34,Male,18001,High school,Merried,Purchased as used,1994.5,Rural,Used
188374,25,Female,30000.5,High school,Merried,Purchased as used,1994,Urban,Used
156774,47,Male,46500.5,High school,Merried,Purchased as a new,1994,Urban,Used
276934,30,Male,7250.5,High school,Merried,Purchased as used,1993,Rural,Used
174849,36,Male,20000.3333333333,High school,Merried,Purchased as used,1993,Urban,Used
117529,47,Male,46500.5,High school,Merried,Purchased as used,1993,Urban,Used
60089,43,Female,22500.5,High school,Merried,Purchased as used,1992,Urban,Used
153848,32,Female,27001,High school,Merried,Purchased as used,1992,Urban,Used
118094,40,Female,33001,High school,Merried,Purchased as used,1992,Urban,Used
306552,34,Female,60001,High school,Merried,Purchased as used,1992,Rural,Used
148876,40,Male,34500.5,High school,Merried,Purchased as used,1992,Urban,Used
141348,23,Male,52001,High school,Merried,Purchased as used,1992,Rural,Used
306441,40,Male,52001,High school,Merried,Purchased as used,1992,Urban,Used
310905,22,Female,20000.3333333333,High school,Merried,Purchased as used,1991,Urban,Used
174291,33,Female,26667,High school,Merried,Purchased as used,1991,Rural,Used
32618,37,Female,27001,High school,Merried,Purchased as used,1991,Rural,Used
136051,43,Female,39001,High school,Merried,Purchased as used,1991,Urban,Used
186882,39,Female,39001,High school,Merried,Purchased as used,1991,Urban,Used
276917,39,Female,69001,High school,Merried,Purchased as used,1991,Urban,Used
123030,34,Male,9001,High school,Merried,Purchased as used,1991,Urban,Used
241387,37,Male,19500.5,High school,Merried,Purchased as used,1991,Rural,Used
65482,49,Male,30000.5,High school,Merried,Purchased as used,1991,Urban,Used
272083,41,Male,33001,High school,Merried,Purchased as used,1991,Urban,Used
193745,47,Male,34500.5,High school,Merried,Purchased as used,1991,Urban,Used
122977,38,Male,40000.5,High school,Merried,Purchased as used,1991,Urban,Used
273491,48,Male,39001,High school,Merried,Purchased as a new,1991,Rural,Used
39269,33,Female,34500.5,High school,Merried,Purchased as used,1990.5,Urban,Used
307032,29,Female,27001,High school,Merried,Purchased as used,1990,Urban,Used
159550,30,Female,30000.5,High school,Merried,Purchased as used,1990,Urban,Used
159056,43,Female,40000.5,High school,Merried,Purchased as a new,1990,Urban,Used
184251,45,Male,22500.5,High school,Merried,Purchased as used,1990,Urban,Used
39333,38,Male,23000.3333333333,High school,Merried,Purchased as used,1990,Urban,Used
159549,33,Male,30000.5,High school,Merried,Purchased as used,1990,Urban,Used
118383,45,Male,18001,High school,Merried,Purchased as a new,1990,Urban,Used
186928,26,Female,26000.5,High school,Merried,Purchased as a new,1989.5,Urban,Used
272017,29,Female,22001,High school,Merried,Purchased as used,1989,Rural,Used
183777,34,Female,30000.5,High school,Merried,Purchased as used,1989,Urban,Used
193679,39,Female,22001,High school,Merried,Purchased as a new,1989,Urban,Used
272022,39,Male,14501,High school,Merried,Purchased as used,1989,Rural,Used
188130,29,Male,34500.5,High school,Merried,Purchased as used,1989,Rural,Used
118430,47,Female,27001,High school,Merried,Purchased as used,1988,Rural,Used
146930,34,Male,13500.5,High school,Merried,Purchased as used,1988,Rural,Used
175229,31,Female,45001,High school,Merried,Purchased as used,1987,Urban,Used
55570,37,Male,20000.3333333333,High school,Merried,Purchased as used,1987,Urban,Used
141327,34,Male,30000.5,High school,Merried,Purchased as used,1987,Rural,Used
37151,49,Male,40000.5,High school,Merried,Purchased as used,1987,Urban,Used
306656,39,Male,23250.25,High school,Merried,Purchased as a new,1987,Urban,Used
186858,31,Female,7001,High school,Merried,Purchased as used,1986,Urban,Used
141471,26,Female,33001,High school,Merried,Purchased as used,1986,Urban,Used
133540,44,Male,18001,High school,Merried,Purchased as used,1986,Rural,Used
252002,47,Male,45001,High school,Merried,Purchased as used,1986,Urban,Used
310799,46,Male,60001,High school,Merried,Purchased as used,1986,Urban,Used
159158,39,Female,40000.5,High school,Merried,Purchased as used,1985,Urban,Used
131570,30,Female,22500.5,High school,Merried,Purchased as used,1984,Urban,Used
131439,39,Male,27001,High school,Merried,Purchased as used,1984,Urban,Used
251993,25,Female,45001,High school,Merried,Purchased as used,1983,Urban,Used
307170,37,Male,34500.5,Craftsman,Merried,Purchased as used,2002,Rural,Used
118327,37,Female,34500.5,Craftsman,Merried,Purchased as used,1987,Rural,Used
156849,44,Female,52001,Craftsman,Merried,Purchased as used,1987,Rural,Used
267443,39,Male,30000.5,Not finsihed high school,Merried,Purchased as used,1996,Urban,Used
145099,46,Male,27001,Elementary school,Merried,Purchased as used,1999,Urban,Used
166456,30,Female,27001,Elementary school,Merried,Purchased as used,1995,Rural,Used
188197,39,Female,18001,Elementary school,Merried,Purchased as used,1988,Rural,Used
166882,36,Female,14501,Elementary school,Merried,Purchased as used,1986,Rural,Used
150660,24,Male,35666.6666666667,University,Single,Purchased as a new,2012,Urban,Used
150457,27,Male,52001,University,Single,Purchased as a new,2011,Urban,Used
260882,25,Female,23000.3333333333,University,Single,Purchased as used,2010,Urban,Used
306894,23,Female,23250.25,University,Single,Purchased as used,2010,Urban,Used
56683,35,Female,26750,University,Single,Purchased as used,2010,Urban,Used
175445,37,Male,35666.6666666667,University,Single,Purchased as a new,2010,Urban,Used
245964,25,Female,31000.3333333333,University,Single,Purchased as used,2009,Rural,Used
260815,30,Female,26750,University,Single,Purchased as a new,2009,Urban,Used
176132,28,Female,35666.6666666667,University,Single,Purchased as a new,2009,Urban,Used
150638,26,Male,23250.25,University,Single,Purchased as used,2009,Urban,Used
174366,43,Male,52001,University,Single,Purchased as a new,2009,Urban,Used
157837,26,Female,46500.5,University,Single,Purchased as used,2008.5,Urban,Used
271990,33,Male,53500,University,Single,Purchased as a new,2008.5,Urban,Used
272050,27,Male,45001,University,Single,Purchased as used,2008,Urban,Used
153912,28,Male,35666.6666666667,University,Single,Purchased as a new,2008,Urban,Used
44130,33,Male,107000,University,Single,Purchased as a new,2007.33333333333,Urban,Used
131616,31,Female,53500,University,Single,Purchased as used,2007,Urban,Used
117769,34,Male,60001,University,Single,Purchased as used,2007,Urban,Used
37115,29,Female,34500.5,University,Single,Purchased as used,2006,Urban,Used
271957,31,Female,22500.5,University,Single,Purchased as a new,2006,Urban,Used
260914,26,Female,34500.5,University,Single,Purchased as a new,2006,Rural,Used
37023,25,Male,22001,University,Single,Purchased as used,2006,Rural,Used
193369,31,Male,26667,University,Single,Purchased as used,2006,Urban,Used
259305,28,Female,17333.6666666667,University,Single,Purchased as used,2005,Rural,Used
310894,24,Female,27001,University,Single,Purchased as used,2005,Urban,Used
307156,38,Female,35666.6666666667,University,Single,Purchased as used,2005,Urban,Used
251950,27,Female,39001,University,Single,Purchased as used,2005,Urban,Used
159468,27,Female,46500.5,University,Single,Purchased as used,2005,Urban,Used
306872,26,Female,26667,University,Single,Purchased as a new,2005,Urban,Used
306901,25,Male,30000.5,University,Single,Purchased as used,2005,Urban,Used
193268,29,Male,45001,University,Single,Purchased as used,2005,Urban,Used
56708,30,Male,53500,University,Single,Purchased as used,2005,Urban,Used
33194,32,Male,60001,University,Single,Purchased as used,2005,Urban,Used
33541,29,Male,34500.5,University,Single,Purchased as a new,2005,Urban,Used
307146,26,Female,34500.5,University,Single,Purchased as used,2004.5,Urban,Used
136558,32,Female,26750,University,Single,Purchased as used,2004,Urban,Used
260958,28,Female,30000.5,University,Single,Purchased as used,2004,Rural,Used
46337,34,Female,31000.3333333333,University,Single,Purchased as used,2004,Urban,Used
117965,25,Female,35666.6666666667,University,Single,Purchased as used,2004,Urban,Used
60216,27,Female,53500,University,Single,Purchased as used,2004,Urban,Used
277567,29,Female,60001,University,Single,Purchased as used,2004,Rural,Used
307517,27,Female,69001,University,Single,Purchased as used,2004,Urban,Used
306507,25,Male,11501,University,Single,Purchased as used,2004,Urban,Used
186877,29,Male,23000.3333333333,University,Single,Purchased as used,2004,Urban,Used
174361,26,Male,26667,University,Single,Purchased as used,2004,Urban,Used
147481,29,Male,45001,University,Single,Purchased as used,2004,Urban,Used
306472,42,Male,46500.5,University,Single,Purchased as used,2004,Urban,Used
277019,39,Male,26750,University,Single,Purchased as a new,2004,Urban,Used
132178,30,Female,18001,University,Single,Purchased as used,2003,Urban,Used
196607,24,Female,23250.25,University,Single,Purchased as used,2003,Rural,Used
307371,32,Female,33001,University,Single,Purchased as used,2003,Urban,Used
141377,28,Female,45001,University,Single,Purchased as used,2003,Urban,Used
118771,28,Female,52001,University,Single,Purchased as used,2003,Urban,Used
175321,25,Female,45001,University,Single,Purchased as a new,2003,Urban,Used
61504,31,Female,52001,University,Single,Purchased as a new,2003,Urban,Used
307142,34,Male,26750,University,Single,Purchased as used,2003,Urban,Used
157655,32,Male,31000.3333333333,University,Single,Purchased as used,2003,Urban,Used
158294,29,Male,39001,University,Single,Purchased as used,2003,Urban,Used
251870,25,Male,45001,University,Single,Purchased as used,2003,Urban,Used
117535,38,Female,23250.25,University,Single,Purchased as used,2002.5,Rural,Used
306537,36,Male,26667,University,Single,Purchased as used,2002.5,Rural,Used
188339,25,Male,30000.5,University,Single,Purchased as a new,2002.5,Rural,Used
131586,26,Female,7001,University,Single,Purchased as used,2002,Urban,Used
234673,30,Female,20000.3333333333,University,Single,Purchased as used,2002,Urban,Used
159226,26,Female,22001,University,Single,Purchased as used,2002,Urban,Used
153807,29,Female,26750,University,Single,Purchased as used,2002,Urban,Used
183884,37,Female,31000.3333333333,University,Single,Purchased as used,2002,Urban,Used
278829,30,Female,31000.3333333333,University,Single,Purchased as used,2002,Urban,Used
175900,26,Female,33001,University,Single,Purchased as used,2002,Urban,Used
43994,28,Female,35666.6666666667,University,Single,Purchased as used,2002,Rural,Used
131892,32,Female,46500.5,University,Single,Purchased as used,2002,Urban,Used
306574,36,Female,93001,University,Single,Purchased as used,2002,Rural,Used
136704,24,Male,7001,University,Single,Purchased as used,2002,Urban,Used
44085,33,Male,13500.5,University,Single,Purchased as used,2002,Urban,Used
145104,27,Male,16000.2,University,Single,Purchased as used,2002,Urban,Used
267448,26,Male,19500.5,University,Single,Purchased as used,2002,Urban,Used
284209,25,Male,22001,University,Single,Purchased as used,2002,Rural,Used
306747,33,Male,33001,University,Single,Purchased as used,2002,Urban,Used
131610,27,Male,33001,University,Single,Purchased as used,2002,Urban,Used
33000,34,Male,46500.5,University,Single,Purchased as used,2002,Urban,Used
141078,29,Male,19500.5,University,Single,Purchased as a new,2002,Urban,Used
117414,26,Male,35666.6666666667,University,Single,Purchased as a new,2002,Urban,Used
140786,23,Male,69001,University,Single,Purchased as used,2001.5,Urban,Used
63272,27,Female,3000.33333333333,University,Single,Purchased as used,2001,Urban,Used
275226,25,Female,7333.66666666667,University,Single,Purchased as used,2001,Urban,Used
178303,25,Female,20000.3333333333,University,Single,Purchased as used,2001,Urban,Used
306684,28,Female,23000.3333333333,University,Single,Purchased as used,2001,Urban,Used
307536,33,Female,26000.5,University,Single,Purchased as used,2001,Rural,Used
197483,32,Female,26000.5,University,Single,Purchased as used,2001,Urban,Used
251764,25,Female,30000.5,University,Single,Purchased as used,2001,Rural,Used
307325,30,Female,33001,University,Single,Purchased as used,2001,Urban,Used
159955,27,Female,40000.5,University,Single,Purchased as used,2001,Urban,Used
148773,28,Male,30000.5,University,Single,Purchased as used,2001,Urban,Used
307256,37,Male,31000.3333333333,University,Single,Purchased as used,2001,Urban,Used
252243,28,Male,31000.3333333333,University,Single,Purchased as used,2001,Urban,Used
176166,26,Male,39001,University,Single,Purchased as used,2001,Urban,Used
145073,25,Male,46500.5,University,Single,Purchased as used,2001,Urban,Used
32995,26,Male,53500,University,Single,Purchased as used,2001,Urban,Used
117239,27,Male,60001,University,Single,Purchased as used,2001,Urban,Used
196655,35,Male,80001,University,Single,Purchased as used,2001,Urban,Used
193288,35,Male,107000,University,Single,Purchased as used,2001,Urban,Used
150304,26,Female,40000.5,University,Single,Purchased as a new,2000.75,Urban,Used
306834,29,Male,46500.5,University,Single,Purchased as a new,2000.33333333333,Rural,Used
251520,25,Female,17333.6666666667,University,Single,Purchased as used,2000,Rural,Used
41574,29,Female,18001,University,Single,Purchased as used,2000,Urban,Used
281247,25,Female,19500.5,University,Single,Purchased as used,2000,Urban,Used
175029,24,Female,26750,University,Single,Purchased as used,2000,Urban,Used
183779,24,Female,33001,University,Single,Purchased as used,2000,Urban,Used
150565,27,Female,35666.6666666667,University,Single,Purchased as used,2000,Urban,Used
133735,32,Female,26667,University,Single,Purchased as a new,2000,Urban,Used
68959,34,Female,35666.6666666667,University,Single,Purchased as a new,2000,Urban,Used
175474,29,Male,20000.3333333333,University,Single,Purchased as used,2000,Rural,Used
175476,26,Male,39001,University,Single,Purchased as used,2000,Urban,Used
150494,26,Male,60001,University,Single,Purchased as used,2000,Urban,Used
307217,28,Female,26000.5,University,Single,Purchased as a new,1999.5,Urban,Used
310071,27,Female,23250.25,University,Single,Purchased as used,1999,Urban,Used
141277,26,Female,26000.5,University,Single,Purchased as used,1999,Urban,Used
144865,30,Female,40000.5,University,Single,Purchased as used,1999,Urban,Used
41557,34,Male,26750,University,Single,Purchased as used,1999,Urban,Used
149079,32,Male,33001,University,Single,Purchased as used,1999,Urban,Used
306827,26,Male,60001,University,Single,Purchased as used,1999,Rural,Used
251416,26,Female,46500.5,University,Single,Purchased as used,1998.5,Urban,Used
174913,49,Female,3500.5,University,Single,Purchased as used,1998,Rural,Used
58327,31,Female,3833.66666666667,University,Single,Purchased as used,1998,Urban,Used
144959,28,Female,7250.5,University,Single,Purchased as used,1998,Urban,Used
258866,28,Female,22001,University,Single,Purchased as used,1998,Rural,Used
272018,24,Female,23250.25,University,Single,Purchased as used,1998,Urban,Used
163928,33,Female,34500.5,University,Single,Purchased as used,1998,Urban,Used
306781,27,Female,35666.6666666667,University,Single,Purchased as used,1998,Urban,Used
42909,33,Male,46500.5,University,Single,Purchased as used,1998,Urban,Used
141408,29,Male,53500,University,Single,Purchased as used,1998,Urban,Used
39246,34,Female,26000.5,University,Single,Purchased as used,1997,Urban,Used
258977,27,Female,31000.3333333333,University,Single,Purchased as used,1997,Rural,Used
37024,31,Male,31000.3333333333,University,Single,Purchased as used,1997,Rural,Used
260113,26,Male,26750,University,Single,Purchased as used,1996.5,Urban,Used
174298,25,Female,26000.5,University,Single,Purchased as used,1996,Rural,Used
260813,35,Female,35666.6666666667,University,Single,Purchased as used,1996,Urban,Used
246032,37,Female,30000.5,University,Single,Purchased as used,1995.5,Urban,Used
307000,26,Female,52001,University,Single,Purchased as used,1995.5,Rural,Used
178073,28,Female,4833.66666666667,University,Single,Purchased as used,1995,Urban,Used
159534,27,Female,40000.5,University,Single,Purchased as used,1995,Urban,Used
258885,25,Male,13000.3333333333,University,Single,Purchased as used,1995,Urban,Used
307369,27,Male,69001,University,Single,Purchased as used,1995,Urban,Used
310841,24,Male,22500.5,University,Single,Purchased as used,1994.5,Urban,Used
150356,26,Male,26667,University,Single,Purchased as used,1994.5,Rural,Used
306848,27,Male,80001,University,Single,Purchased as used,1994,Urban,Used
251986,25,Female,15000.3333333333,University,Single,Purchased as used,1993.5,Rural,Used
76003,36,Female,31000.3333333333,University,Single,Purchased as used,1993,Urban,Used
118229,30,Female,34500.5,University,Single,Purchased as used,1993,Urban,Used
154195,30,Female,19500.5,University,Single,Purchased as a new,1993,Urban,Used
226955,45,Female,26000.5,University,Single,Purchased as a new,1993,Urban,Used
37160,26,Male,17833.3333333333,University,Single,Purchased as used,1993,Rural,Used
154074,26,Male,35666.6666666667,University,Single,Purchased as used,1993,Urban,Used
149100,27,Male,26000.5,University,Single,Purchased as a new,1993,Urban,Used
140846,25,Male,30000.5,University,Single,Purchased as used,1992.5,Rural,Used
37149,28,Female,46500.5,University,Single,Purchased as a new,1992,Urban,Used
267385,26,Male,11000.3333333333,University,Single,Purchased as used,1992,Urban,Used
158868,26,Male,22001,University,Single,Purchased as used,1992,Rural,Used
184284,41,Male,34500.5,University,Single,Purchased as used,1992,Urban,Used
307583,30,Male,35666.6666666667,University,Single,Purchased as used,1992,Urban,Used
226956,25,Male,52001,University,Single,Purchased as used,1992,Rural,Used
251954,31,Female,16500.5,University,Single,Purchased as a new,1991,Urban,Used
273511,31,Female,22001,University,Single,Purchased as a new,1991,Rural,Used
132867,32,Male,31000.3333333333,University,Single,Purchased as used,1991,Urban,Used
157231,33,Male,34500.5,University,Single,Purchased as used,1991,Urban,Used
140963,49,Male,19500.5,University,Single,Purchased as a new,1991,Urban,Used
131753,28,Male,33001,University,Single,Purchased as a new,1991,Urban,Used
174320,40,Female,39001,University,Single,Purchased as a new,1990.5,Urban,Used
261019,30,Female,5750.5,University,Single,Purchased as used,1990,Urban,Used
174536,24,Female,16500.5,University,Single,Purchased as used,1990,Urban,Used
37058,28,Female,22001,University,Single,Purchased as used,1990,Urban,Used
58267,30,Female,23250.25,University,Single,Purchased as used,1990,Urban,Used
148784,27,Female,26000.5,University,Single,Purchased as used,1990,Urban,Used
141003,32,Female,9001,University,Single,Purchased as a new,1990,Urban,Used
306453,28,Male,35666.6666666667,University,Single,Purchased as used,1990,Urban,Used
144971,34,Male,46500.5,University,Single,Purchased as used,1990,Urban,Used
131488,30,Male,53500,University,Single,Purchased as used,1990,Urban,Used
156892,38,Male,34500.5,University,Single,Purchased as a new,1990,Urban,Used
63717,31,Female,27001,University,Single,Purchased as used,1989,Urban,Used
310014,31,Female,34500.5,University,Single,Purchased as used,1989,Urban,Used
131489,31,Female,34500.5,University,Single,Purchased as used,1989,Urban,Used
148858,30,Female,31000.3333333333,University,Single,Purchased as a new,1989,Urban,Used
310685,27,Female,46500.5,University,Single,Purchased as a new,1989,Urban,Used
44115,25,Male,13500.5,University,Single,Purchased as used,1989,Urban,Used
168334,35,Male,45001,University,Single,Purchased as used,1989,Urban,Used
159852,32,Male,53500,University,Single,Purchased as used,1989,Urban,Used
157158,22,Male,22500.5,University,Single,Purchased as a new,1989,Urban,Used
142270,24,Female,23000.3333333333,University,Single,Purchased as used,1988,Urban,Used
144956,42,Male,26000.5,University,Single,Purchased as used,1988,Urban,Used
306488,29,Male,13500.5,University,Single,Purchased as a new,1988,Urban,Used
273634,23,Female,9000.5,University,Single,Purchased as used,1987,Urban,Used
148813,24,Female,16500.5,University,Single,Purchased as used,1987,Urban,Used
193786,26,Female,27001,University,Single,Purchased as used,1987,Rural,Used
310801,30,Female,30000.5,University,Single,Purchased as used,1987,Rural,Used
196155,24,Female,40000.5,University,Single,Purchased as used,1987,Rural,Used
307412,27,Female,16500.5,University,Single,Purchased as a new,1987,Urban,Used
33011,28,Male,19500.5,University,Single,Purchased as a new,1987,Urban,Used
117692,34,Female,45001,University,Single,Purchased as used,1986,Urban,Used
306626,29,Male,40000.5,University,Single,Purchased as used,1985,Rural,Used
141411,26,Male,13500.5,University,Single,Purchased as used,1984,Rural,Used
174539,28,Male,22001,University,Single,Purchased as used,1983,Urban,Used
131578,47,Male,45001,University,Single,Purchased as used,1983,Rural,Used
258998,26,Female,6750.25,University,Single,Purchased as used,1980,Urban,Used
67939,30,Male,20000.3333333333,University,Single,Purchased as used,1980,Urban,Used
193519,35,Female,22500.5,University,Single,Purchased as a new,1978,Urban,Used
162021,31,Male,27001,University,Single,Purchased as used,1978,Rural,Used
37096,28,Male,45001,University,Single,Purchased as used,1978,Urban,Used
117706,30,Male,19500.5,University,Single,Purchased as a new,1978,Rural,Used
226929,29,Male,22001,University,Single,Purchased as used,1977,Rural,Used
144711,27,Female,19500.5,University,Single,Purchased as used,1975,Urban,Used
117881,28,Female,53500,College,Single,Purchased as a new,2011,Urban,Used
153983,28,Female,33001,College,Single,Purchased as used,2008.5,Rural,Used
273668,25,Female,46500.5,College,Single,Purchased as a new,2008,Urban,Used
177975,25,Female,13500.5,College,Single,Purchased as used,2007,Urban,Used
154597,25,Female,35666.6666666667,College,Single,Purchased as a new,2007,Urban,Used
165232,28,Female,60001,College,Single,Purchased as a new,2007,Urban,Used
153978,29,Male,52001,College,Single,Purchased as a new,2007,Urban,Used
39277,35,Female,6000.33333333333,College,Single,Purchased as used,2006,Urban,Used
251515,23,Female,9000.5,College,Single,Purchased as used,2006,Urban,Used
