State,Gender,Year,Name,Frequency
MO,female,2010,Chloe,292
MA,male,2012,Jack,292
MD,male,2012,Daniel,292
MO,male,2012,Landon,292
MA,male,2013,Ethan,292
MI,female,2013,Evelyn,292
MN,male,2014,Mason,292
MO,male,2015,Noah,292
MN,male,2016,Owen,292
NY,female,2011,Alexis,292
NY,female,2012,Riley,292
NC,male,2015,Christian,292
NJ,male,2017,Christopher,292
PA,male,2010,Hunter,292
TN,female,2012,Chloe,292
OH,male,2014,Bentley,292
PA,male,2016,Nicholas,292
PA,male,2017,Isaac,292
TX,female,2010,Ruby,292
TX,male,2010,Parker,292
TX,female,2011,Katelyn,292
TX,male,2011,Jake,292
TX,male,2012,Manuel,292
VA,male,2012,Lucas,292
TX,female,2013,Jade,292
TX,male,2014,Mario,292
TX,male,2014,Sergio,292
TX,male,2015,Edgar,292
TX,male,2015,Maximiliano,292
WA,male,2015,Lucas,292
WI,male,2015,Henry,292
TX,female,2016,Khloe,292
TX,female,2017,Daleyza,292
TX,female,2017,Faith,292
AZ,female,2010,Emily,291
CA,male,2010,Abel,291
CA,male,2010,Carson,291
CA,male,2010,George,291
AZ,male,2011,Adrian,291
CA,male,2011,Maxwell,291
CA,male,2012,Colin,291
CA,female,2013,Alondra,291
AL,female,2014,Ava,291
AZ,male,2014,Mason,291
CA,female,2014,Jaylah,291
CA,male,2014,Carson,291
AL,male,2016,Mason,291
CA,male,2017,Israel,291
FL,female,2010,Grace,291
IN,male,2010,Michael,291
FL,female,2011,Taylor,291
GA,male,2011,Ryan,291
FL,female,2012,Bella,291
FL,female,2012,Savannah,291
FL,male,2013,Blake,291
GA,male,2013,Brayden,291
IN,male,2014,Logan,291
FL,female,2017,Lillian,291
LA,female,2010,Emma,291
MI,female,2011,Lillian,291
MI,male,2011,Blake,291
MA,male,2012,Anthony,291
MI,female,2012,Emily,291
MA,male,2013,Logan,291
MN,male,2015,Mason,291
MA,male,2016,Alexander,291
MS,male,2011,William,291
NY,female,2013,Allison,291
NJ,male,2014,Jack,291
NC,female,2016,Aubrey,291
NY,female,2016,Sara,291
NY,female,2016,Zoey,291
NY,male,2017,Moshe,291
OH,female,2010,Lily,291
PA,male,2010,Justin,291
OH,male,2011,Dominic,291
PA,female,2011,Natalie,291
PA,female,2012,Anna,291
PA,male,2012,Zachary,291
PA,male,2013,Colton,291
OH,male,2014,Joshua,291
OH,male,2014,Lincoln,291
PA,female,2014,Addison,291
PA,female,2014,Layla,291
OH,female,2015,Brooklyn,291
PA,male,2017,Andrew,291
TX,male,2010,Alexis,291
TX,male,2010,Bryson,291
TX,female,2011,Autumn,291
TX,male,2011,Ryder,291
WA,male,2011,Michael,291
TX,female,2013,Trinity,291
TX,male,2013,Edward,291
TX,male,2014,Braxton,291
TX,female,2016,Emery,291
VA,male,2016,Carter,291
TX,male,2017,Manuel,291
VA,female,2017,Evelyn,291
CA,female,2010,Vivian,290
CA,male,2011,Pedro,290
CO,male,2011,Liam,290
AZ,female,2012,Ava,290
AZ,male,2012,Matthew,290
CA,male,2012,Kayden,290
CA,male,2013,Joaquin,290
CO,male,2014,Alexander,290
CA,female,2015,Peyton,290
AZ,male,2016,Oliver,290
AZ,male,2017,Oliver,290
FL,female,2010,Riley,290
IL,female,2010,Leah,290
GA,male,2011,Liam,290
IN,male,2011,Gabriel,290
FL,female,2013,Zoe,290
GA,female,2014,Skylar,290
IN,male,2016,James,290
IN,male,2016,Owen,290
FL,female,2017,Aurora,290
LA,female,2011,Ava,290
MA,male,2011,Jackson,290
MA,male,2011,James,290
MA,male,2011,Nathan,290
MD,female,2011,Madison,290
MO,male,2011,Michael,290
MO,male,2014,Jackson,290
MD,male,2015,Liam,290
LA,female,2016,Olivia,290
KY,female,2017,Emma,290
NJ,male,2010,Brandon,290
NY,female,2010,Makayla,290
NY,female,2011,Lillian,290
NY,male,2011,Max,290
NC,female,2013,Aubrey,290
NY,female,2013,Addison,290
NY,male,2013,Ayden,290
NC,male,2015,Jeremiah,290
NY,female,2016,Alexa,290
PA,female,2010,Hannah,290
PA,female,2010,Sarah,290
SC,female,2010,Madison,290
TN,male,2011,Samuel,290
TN,male,2012,Brayden,290
OH,male,2013,Dominic,290
PA,male,2013,Blake,290
TN,male,2013,Aiden,290
OH,male,2014,Gavin,290
PA,female,2014,Lillian,290
SC,female,2014,Ava,290
PA,male,2015,Thomas,290
OH,male,2016,Isaac,290
TX,female,2011,Mariah,290
TX,female,2011,Maya,290
TX,male,2011,Bryce,290
WA,male,2011,Gabriel,290
WA,male,2011,Samuel,290
WA,male,2012,Aiden,290
WA,male,2013,Jackson,290
TX,male,2014,Zayden,290
WA,female,2014,Emily,290
WA,male,2014,Ethan,290
WI,male,2014,Jackson,290
TX,female,2015,Piper,290
TX,male,2015,Erick,290
TX,female,2016,Ana,290
VA,male,2016,Logan,290
WA,male,2016,Owen,290
TX,female,2017,Ana,290
VA,female,2017,Elizabeth,290
WA,female,2017,Sophia,290
CA,male,2010,Travis,289
CA,male,2012,Carson,289
CA,female,2014,Skylar,289
CA,male,2014,Maximiliano,289
CO,male,2014,Noah,289
CA,female,2017,Lucia,289
IL,female,2010,Lillian,289
GA,female,2011,Ella,289
IL,female,2011,Charlotte,289
IL,male,2011,Aaron,289
IL,male,2011,Kevin,289
IN,male,2011,Lucas,289
FL,male,2012,Jack,289
FL,female,2014,Lillian,289
FL,female,2014,Sarah,289
GA,female,2015,Chloe,289
GA,male,2015,Jeremiah,289
GA,male,2015,Luke,289
IN,male,2015,Benjamin,289
FL,male,2016,Zachary,289
GA,female,2017,Skylar,289
GA,male,2017,Oliver,289
IL,male,2017,Adrian,289
IN,male,2017,Owen,289
MA,male,2011,Logan,289
MI,male,2011,Luke,289
MN,male,2011,Jackson,289
MI,female,2012,Addison,289
MI,male,2012,Wyatt,289
MI,male,2013,Connor,289
MO,male,2013,Benjamin,289
MI,male,2014,Anthony,289
MI,male,2015,Gabriel,289
NJ,female,2010,Gabriella,289
NY,female,2010,Nicole,289
NY,female,2010,Sophie,289
NY,male,2010,Jeremy,289
NY,female,2011,Evelyn,289
NC,male,2014,Wyatt,289
NY,male,2014,Kayden,289
NY,male,2014,Levi,289
NC,female,2015,Avery,289
NY,male,2016,Nathaniel,289
PA,female,2013,Anna,289
TN,male,2013,Jayden,289
OH,male,2014,Brayden,289
PA,male,2014,Dominic,289
PA,male,2014,Oliver,289
OH,female,2016,Addison,289
PA,male,2017,Nathan,289
SC,female,2017,Ava,289
TX,female,2010,Angela,289
TX,male,2010,Elias,289
VA,male,2010,Nicholas,289
TX,male,2011,Ashton,289
VA,male,2011,Anthony,289
WA,female,2011,Abigail,289
WA,male,2011,David,289
TX,male,2012,Brody,289
WA,male,2012,Samuel,289
WI,male,2012,Owen,289
TX,female,2013,Eliana,289
TX,male,2014,Jonah,289
TX,female,2015,Mackenzie,289
VA,female,2016,Madison,289
VA,female,2016,Mia,289
WA,male,2016,Mason,289
WA,male,2016,Samuel,289
TX,female,2017,Madeline,289
TX,male,2017,Everett,289
VA,female,2017,Amelia,289
AZ,male,2011,Isaac,288
AZ,male,2011,Liam,288
CA,male,2011,Abel,288
AZ,male,2012,Elijah,288
CA,female,2012,Paige,288
CA,male,2012,Roberto,288
AL,male,2013,James,288
AZ,male,2014,Aiden,288
AZ,male,2014,Matthew,288
CA,male,2014,Sean,288
CA,male,2015,Mark,288
CA,male,2016,Josue,288
CA,male,2017,Elliot,288
FL,female,2010,Camila,288
GA,male,2010,Dylan,288
IN,male,2010,Joshua,288
IL,female,2011,Brooklyn,288
IN,male,2011,Brayden,288
GA,male,2012,Jonathan,288
IL,male,2014,Adrian,288
IN,male,2014,Michael,288
FL,male,2015,Ian,288
IL,female,2015,Lillian,288
FL,male,2016,Brandon,288
FL,male,2017,Ayden,288
KY,male,2010,Mason,288
MA,male,2010,Logan,288
MD,male,2011,Alexander,288
MI,female,2011,Grace,288
MD,female,2013,Ava,288
MI,female,2013,Aubrey,288
MI,male,2013,Caleb,288
MN,male,2014,Oliver,288
MA,male,2015,Daniel,288
MD,male,2015,Michael,288
MI,male,2016,Luke,288
NY,male,2010,Ayden,288
NJ,female,2011,Gianna,288
NC,male,2013,Andrew,288
NJ,female,2013,Victoria,288
NJ,male,2013,Jack,288
NC,female,2014,Caroline,288
NC,male,2014,Andrew,288
NC,male,2014,Colton,288
NJ,male,2014,Sebastian,288
NY,female,2014,Lillian,288
NY,female,2015,Valentina,288
NC,male,2016,Christian,288
NY,female,2017,Hailey,288
NY,male,2017,Jason,288
OH,female,2010,Anna,288
OH,female,2010,Claire,288
OH,male,2013,Oliver,288
PA,male,2013,Thomas,288
PA,female,2014,Anna,288
PA,female,2014,Lily,288
OH,female,2015,Zoey,288
OH,male,2015,Gavin,288
PA,male,2015,Christian,288
OH,female,2017,Elizabeth,288
TX,male,2010,Edward,288
WA,male,2010,Gabriel,288
TX,female,2011,Jade,288
WA,male,2012,Jackson,288
TX,male,2013,Roberto,288
TX,male,2014,Max,288
TX,male,2014,Vincent,288
TX,female,2015,Sophie,288
TX,male,2015,Derek,288
WA,male,2017,Owen,288
CA,female,2011,Adriana,287
CA,female,2011,Harper,287
CA,male,2011,Asher,287
CO,male,2012,Jacob,287
CA,female,2013,Aurora,287
AL,female,2014,Emma,287
CA,female,2014,Kaitlyn,287
AL,male,2016,Elijah,287
AZ,female,2016,Ava,287
CA,female,2017,Gabriella,287
GA,male,2011,Dylan,287
FL,female,2012,Camila,287
FL,female,2012,Jasmine,287
FL,female,2013,Aria,287
IL,female,2013,Lillian,287
IN,male,2014,James,287
IL,male,2015,Dominic,287
IN,male,2015,James,287
FL,female,2016,Addison,287
GA,female,2016,Chloe,287
MA,male,2010,Aiden,287
MA,male,2010,Joshua,287
MI,male,2010,Daniel,287
LA,male,2011,Jayden,287
MI,female,2011,Lily,287
LA,female,2012,Ava,287
MD,male,2013,William,287
MI,female,2013,Harper,287
MI,male,2013,David,287
KY,male,2014,Elijah,287
MA,male,2017,Henry,287
NY,female,2011,Layla,287
NY,male,2011,Abraham,287
NC,male,2013,Levi,287
NY,male,2013,Jace,287
NY,male,2015,Landon,287
NC,male,2016,Jayden,287
NY,female,2016,Arianna,287
NC,female,2017,Ella,287
NJ,male,2017,Sebastian,287
OH,male,2011,Thomas,287
PA,male,2012,Colton,287
OK,female,2013,Emma,287
PA,female,2013,Addison,287
TN,male,2014,Ethan,287
OH,male,2017,Anthony,287
OH,male,2017,Hunter,287
TX,female,2013,Julia,287
VA,male,2013,Christian,287
VA,male,2013,Joseph,287
TX,female,2014,Mackenzie,287
TX,male,2014,Jaden,287
TX,female,2015,Taylor,287
TX,female,2016,Lucy,287
TX,male,2017,Jesse,287
VA,male,2017,Carter,287
CA,female,2010,Rachel,286
CA,male,2011,Adan,286
CA,male,2011,Kaleb,286
CA,male,2011,Marco,286
CA,female,2012,Adriana,286
CA,male,2012,Timothy,286
AL,male,2014,Mason,286
CA,female,2014,Bailey,286
CA,female,2014,Jennifer,286
CO,male,2014,William,286
CA,female,2015,Lucia,286
CA,male,2015,Hector,286
AZ,male,2016,Benjamin,286
CA,male,2016,Hector,286
GA,male,2011,Tyler,286
IN,male,2011,Andrew,286
GA,male,2012,Carter,286
GA,male,2012,Charles,286
IL,male,2012,Brandon,286
IN,male,2012,Samuel,286
FL,female,2013,Gianna,286
GA,male,2015,Anthony,286
IL,female,2015,Alexa,286
IL,female,2016,Aubrey,286
IL,male,2017,Wyatt,286
MA,male,2010,Christopher,286
MO,male,2010,Joseph,286
MD,male,2011,Noah,286
MA,male,2012,Owen,286
MI,male,2012,Cameron,286
MO,male,2012,Logan,286
MA,male,2013,Anthony,286
KY,male,2014,James,286
MO,male,2014,Wyatt,286
MN,male,2015,Jack,286
MI,male,2016,Andrew,286
MN,female,2016,Charlotte,286
MO,female,2016,Ava,286
NY,female,2010,Nevaeh,286
NY,female,2012,Aubrey,286
NY,female,2013,Riley,286
NC,female,2014,Chloe,286
NC,female,2014,Mia,286
NC,female,2016,Caroline,286
NC,male,2016,Caleb,286
NC,male,2017,Caleb,286
NC,male,2017,Joshua,286
NY,male,2017,Jaxon,286
TN,female,2011,Emily,286
WA,male,2010,Aiden,286
WA,male,2011,Jayden,286
TX,female,2012,Ruby,286
TX,male,2012,Max,286
WA,male,2013,Daniel,286
TX,female,2014,Valerie,286
TX,male,2014,Omar,286
WA,male,2014,Michael,286
TX,male,2015,King,286
TX,female,2017,Leilani,286
TX,male,2017,King,286
TX,male,2017,Tristan,286
VA,male,2017,Matthew,286
AL,male,2010,Jayden,285
CA,female,2010,Alicia,285
CA,female,2010,Audrina,285
CA,male,2010,Adan,285
CA,female,2011,Guadalupe,285
CO,male,2011,Mason,285
CO,male,2012,William,285
CA,female,2013,Bailey,285
CA,male,2013,Devin,285
CA,male,2014,Calvin,285
AL,female,2015,Emma,285
AZ,female,2015,Ava,285
AL,male,2016,Noah,285
CA,female,2016,Serenity,285
FL,male,2010,Nicolas,285
IN,male,2010,James,285
IL,female,2011,Leah,285
FL,female,2012,Taylor,285
FL,female,2012,Valentina,285
FL,female,2013,Bella,285
IN,male,2013,Samuel,285
IL,male,2014,Angel,285
FL,female,2016,Hannah,285
MI,female,2010,Brooklyn,285
MI,male,2010,Samuel,285
MD,male,2011,Daniel,285
MI,female,2011,Aubrey,285
MI,male,2011,Samuel,285
MO,female,2011,Abigail,285
MO,male,2012,Carter,285
MD,female,2013,Emma,285
MI,male,2013,Brayden,285
MA,male,2014,Owen,285
KY,male,2015,Mason,285
MD,male,2015,Ethan,285
MD,male,2016,Liam,285
MO,male,2017,Henry,285
NY,female,2013,Lillian,285
NY,female,2013,Sara,285
NY,male,2013,Leo,285
NY,female,2014,Alexa,285
NC,female,2015,Amelia,285
NY,female,2015,Stella,285
NY,female,2017,Bella,285
NY,male,2017,Angel,285
OH,female,2011,Leah,285
TN,female,2011,Elizabeth,285
OH,male,2012,Levi,285
OK,female,2012,Emma,285
TN,male,2012,Joshua,285
SC,male,2014,James,285
OH,male,2015,Anthony,285
OH,male,2015,Isaac,285
TN,female,2015,Isabella,285
TN,male,2016,Aiden,285
TN,male,2016,John,285
SC,male,2017,Noah,285
VA,male,2010,Jonathan,285
WI,male,2010,Noah,285
TX,female,2011,London,285
WA,male,2011,Aiden,285
TX,female,2012,Eva,285
TX,female,2012,Vanessa,285
TX,male,2012,Jaxson,285
TX,male,2013,Roman,285
WA,female,2013,Abigail,285
UT,male,2014,William,285
TX,female,2015,Valerie,285
TX,male,2015,Bentley,285
TX,male,2015,Ezekiel,285
UT,female,2015,Emma,285
VA,female,2015,Mia,285
WA,male,2015,Jackson,285
TX,female,2016,Jasmine,285
WA,female,2016,Amelia,285
WA,female,2017,Amelia,285
CA,female,2011,Bailey,284
CA,male,2011,Joaquin,284
AZ,male,2013,David,284
AZ,male,2013,Isaac,284
CA,female,2014,Yaretzi,284
CO,male,2014,Logan,284
AZ,male,2015,Mason,284
CA,female,2016,Juliana,284
CA,female,2016,Leila,284
CA,male,2017,Chase,284
CA,male,2017,Jace,284
CA,male,2017,Joaquin,284
FL,male,2010,Juan,284
FL,male,2010,Thomas,284
FL,female,2011,Hannah,284
GA,male,2012,Levi,284
IN,male,2014,Lucas,284
FL,female,2016,Genesis,284
GA,male,2016,Jeremiah,284
GA,male,2016,Joseph,284
FL,male,2017,Austin,284
FL,male,2017,Xavier,284
IL,male,2017,Luke,284
MD,female,2011,Ava,284
MI,male,2011,Wyatt,284
KY,female,2013,Sophia,284
MI,female,2014,Emily,284
MI,female,2014,Lillian,284
MO,male,2014,James,284
MA,male,2016,Ryan,284
MI,male,2016,Isaac,284
NJ,female,2010,Ashley,284
NC,male,2011,Nathan,284
NC,male,2012,Eli,284
NY,female,2012,Savannah,284
NC,male,2014,Josiah,284
NY,male,2014,Isaiah,284
NY,female,2015,Julia,284
NY,male,2016,Gavin,284
OH,male,2011,Christian,284
PA,female,2011,Charlotte,284
OH,male,2015,Daniel,284
PA,female,2015,Lily,284
SC,male,2015,Mason,284
PA,male,2016,Nathan,284
SC,male,2016,Noah,284
TN,male,2017,Grayson,284
TX,male,2010,Raul,284
VA,male,2010,Nathan,284
TX,male,2011,Fabian,284
VA,male,2012,Landon,284
WA,male,2012,Henry,284
TX,male,2013,Jonah,284
TX,female,2014,Julia,284
TX,male,2014,Richard,284
TX,male,2015,Maddox,284
VA,male,2015,Dylan,284
TX,female,2016,Valerie,284
TX,male,2017,Francisco,284
CO,male,2010,Noah,283
AZ,male,2011,Benjamin,283
CO,male,2011,Noah,283
CA,male,2015,Kyle,283
CA,male,2016,Cole,283
CA,female,2017,Rose,283
CA,male,2017,Erick,283
CA,male,2017,Jonah,283
FL,female,2010,Savannah,283
GA,male,2010,Justin,283
FL,female,2011,Riley,283
IN,male,2011,Jayden,283
FL,male,2012,Alejandro,283
GA,female,2012,Taylor,283
GA,male,2012,Robert,283
IL,male,2012,Kevin,283
IN,male,2012,Logan,283
IL,male,2013,Landon,283
IL,male,2013,Thomas,283
FL,male,2014,Ian,283
GA,female,2014,Amelia,283
FL,female,2015,Kylie,283
FL,male,2015,Zachary,283
IL,female,2015,Nora,283
FL,male,2016,Chase,283
IL,male,2016,Theodore,283
IN,female,2017,Evelyn,283
MN,male,2010,Jackson,283
MO,male,2010,Lucas,283
MO,male,2012,Michael,283
MO,male,2012,Wyatt,283
MA,male,2014,Ethan,283
MI,female,2014,Aubrey,283
MO,male,2014,Henry,283
MA,male,2015,Andrew,283
MA,male,2016,Logan,283
MD,male,2016,Ethan,283
MI,male,2016,Gabriel,283
KY,male,2017,Elijah,283
MA,female,2017,Amelia,283
MD,female,2017,Olivia,283
NY,male,2011,Jaden,283
NY,male,2011,Josiah,283
NY,male,2012,Steven,283
NC,male,2013,Isaac,283
NY,male,2013,Wyatt,283
NC,male,2014,Brayden,283
NC,female,2015,Evelyn,283
NC,female,2016,Avery,283
PA,female,2011,Lillian,283
PA,male,2015,Grayson,283
TN,male,2015,Ethan,283
OH,male,2016,Hudson,283
TX,female,2010,Brooke,283
WA,male,2010,Andrew,283
WI,male,2010,Jackson,283
WI,male,2011,Jacob,283
TX,female,2012,Mariah,283
WI,male,2012,Logan,283
WI,male,2012,William,283
TX,female,2013,Maya,283
TX,female,2015,Kinsley,283
TX,male,2015,Josue,283
TX,female,2016,Giselle,283
TX,male,2016,Josue,283
TX,male,2016,Manuel,283
WI,male,2017,Liam,283
AZ,male,2010,Matthew,282
AL,female,2011,Emma,282
AL,male,2011,Jacob,282
CA,female,2011,Audrina,282
CA,male,2011,Colin,282
AZ,female,2013,Emily,282
AZ,male,2013,Matthew,282
CA,female,2013,Hazel,282
CA,male,2013,Kaleb,282
AZ,female,2014,Sofia,282
CA,male,2014,Cristian,282
CA,male,2014,Kenneth,282
AZ,male,2016,Elijah,282
AZ,male,2016,Jacob,282
CA,male,2016,Calvin,282
CA,male,2016,Harrison,282
IL,male,2010,Hunter,282
IL,male,2011,Brayden,282
FL,female,2012,Lillian,282
IL,male,2012,Isaiah,282
IN,male,2012,Andrew,282
IN,male,2012,Lucas,282
FL,male,2013,Jack,282
IL,male,2013,Isaiah,282
IL,male,2013,Tyler,282
FL,male,2016,Ian,282
GA,male,2017,Joseph,282
MD,female,2010,Abigail,282
MI,male,2011,Connor,282
MI,male,2011,Isaac,282
KY,male,2013,Mason,282
MA,male,2013,Andrew,282
MA,female,2014,Emily,282
MA,male,2015,Alexander,282
MA,male,2015,Matthew,282
MA,male,2016,Thomas,282
MD,male,2017,James,282
NY,female,2010,Layla,282
NC,male,2013,Dylan,282
NY,male,2014,Max,282
NY,male,2015,Grayson,282
NJ,male,2017,John,282
NY,female,2017,Emilia,282
PA,male,2011,Blake,282
PA,male,2011,Charles,282
OH,female,2012,Amelia,282
OH,male,2016,Isaiah,282
PA,male,2016,Lincoln,282
OH,male,2017,Theodore,282
PA,male,2017,Christopher,282
TX,female,2011,Madeline,282
TX,female,2011,Michelle,282
WA,male,2011,Elijah,282
TX,male,2012,Kaden,282
TX,female,2013,London,282
UT,female,2016,Olivia,282
TX,female,2017,Catalina,282
VA,male,2017,Joshua,282
AZ,female,2010,Abigail,281
CA,female,2010,Eliana,281
CA,female,2010,Madelyn,281
CA,male,2010,Kaden,281
CA,male,2010,Kenneth,281
CO,female,2011,Emma,281
CA,female,2012,Guadalupe,281
AL,male,2013,John,281
CA,male,2013,Raymond,281
AZ,male,2014,Logan,281
CA,female,2014,Iris,281
AZ,female,2016,Emily,281
AZ,male,2016,Mason,281
CA,male,2016,Rafael,281
CO,male,2016,Noah,281
CA,female,2017,Skylar,281
CA,male,2017,Cole,281
GA,male,2010,Isaiah,281
IL,male,2010,Isaiah,281
FL,male,2011,Jack,281
IL,male,2011,Sebastian,281
FL,male,2013,Xavier,281
IL,female,2013,Harper,281
IL,male,2013,Jaxon,281
FL,male,2014,Adam,281
FL,male,2014,Evan,281
GA,male,2014,Anthony,281
IL,female,2015,Natalie,281
IL,male,2015,Adrian,281
IL,male,2015,Cameron,281
GA,male,2016,Dylan,281
IL,male,2016,Jaxon,281
IN,male,2016,Jackson,281
KY,male,2010,Jackson,281
KY,male,2010,Landon,281
MD,male,2010,William,281
MA,male,2011,Aiden,281
MD,female,2011,Emma,281
MD,male,2011,Aiden,281
MD,male,2011,Jayden,281
MN,male,2011,Owen,281
KY,female,2012,Isabella,281
MA,male,2012,Andrew,281
MA,male,2012,Jackson,281
MI,male,2012,Austin,281
MI,male,2012,Ryan,281
MN,female,2012,Avery,281
KY,male,2013,Noah,281
MA,male,2013,Joseph,281
MI,female,2013,Grace,281
KY,male,2014,Mason,281
MA,male,2014,Logan,281
MI,male,2014,Blake,281
NC,male,2012,Ayden,281
NY,male,2012,Tristan,281
NC,male,2013,Jeremiah,281
NY,male,2016,Xavier,281
NY,male,2017,Elias,281
OH,female,2010,Samantha,281
TN,male,2010,David,281
OH,male,2011,Parker,281
TN,male,2012,Andrew,281
OH,male,2014,Nolan,281
PA,male,2016,Isaac,281
PA,male,2017,Colton,281
TX,female,2010,Payton,281
WA,male,2010,David,281
TX,female,2011,Angelina,281
TX,male,2011,Omar,281
WA,male,2011,James,281
TX,female,2012,Autumn,281
TX,female,2012,Jennifer,281
TX,female,2012,Skylar,281
UT,male,2012,William,281
WI,male,2012,Noah,281
TX,male,2015,Blake,281
TX,male,2015,Braxton,281
TX,male,2015,Kingston,281
UT,female,2015,Olivia,281
UT,male,2015,Oliver,281
VA,male,2015,Joshua,281
TX,male,2016,Vincent,281
WA,male,2016,Daniel,281
TX,female,2017,Kylie,281
WI,male,2017,William,281
AZ,male,2010,Jonathan,280
CA,male,2010,Cody,280
AZ,male,2011,Elijah,280
CA,female,2011,Fatima,280
CA,female,2011,Madelyn,280
CA,female,2011,Vivian,280
AL,male,2012,John,280
AZ,male,2012,Joseph,280
CA,male,2015,Marcus,280
CA,female,2017,Diana,280
IL,male,2010,Jose,280
FL,male,2011,Jaden,280
FL,male,2013,Grayson,280
IL,female,2013,Brooklyn,280
IN,male,2013,Wyatt,280
GA,male,2014,Josiah,280
GA,male,2014,Lucas,280
IL,male,2015,Nolan,280
FL,male,2016,Evan,280
FL,male,2016,Gavin,280
GA,male,2016,Jaxon,280
MA,female,2012,Abigail,280
MO,male,2012,James,280
LA,female,2013,Ava,280
MA,female,2013,Mia,280
MA,male,2013,Owen,280
MA,male,2014,Matthew,280
MI,male,2014,Joshua,280
LA,male,2015,Mason,280
MN,male,2015,Owen,280
MD,male,2016,Daniel,280
MD,male,2016,Michael,280
MO,male,2016,Lucas,280
NC,male,2011,Ayden,280
NJ,female,2011,Sofia,280
NC,male,2012,Jonathan,280
NJ,female,2014,Victoria,280
NY,female,2014,Brianna,280
NC,female,2015,Skylar,280
NY,female,2015,Violet,280
NY,male,2015,Levi,280
NY,female,2016,Ashley,280
NY,female,2016,Nora,280
NJ,male,2017,Joshua,280
PA,female,2012,Amelia,280
PA,male,2013,Charles,280
OH,male,2014,Isaiah,280
PA,male,2014,Austin,280
TN,male,2014,Samuel,280
OH,female,2015,Emily,280
PA,male,2015,Dominic,280
SC,female,2015,Ava,280
TX,female,2010,Briana,280
TX,female,2010,Madelyn,280
TX,female,2011,Miranda,280
TX,female,2012,Valerie,280
TX,male,2012,Abraham,280
TX,female,2013,Mariah,280
WA,female,2013,Ava,280
WI,male,2013,Owen,280
TX,female,2014,Lauren,280
WA,female,2014,Isabella,280
TX,male,2015,Richard,280
VA,male,2017,Daniel,280
CA,female,2010,Fernanda,279
CA,male,2010,Gerardo,279
CA,female,2011,Sara,279
AZ,male,2012,Andrew,279
AZ,male,2012,Gabriel,279
AZ,male,2012,Isaac,279
CA,male,2012,Adan,279
AZ,male,2013,Sebastian,279
CA,male,2014,Declan,279
AL,male,2015,Elijah,279
CA,male,2015,Declan,279
CA,male,2015,Jaden,279
CA,male,2016,Cooper,279
CA,female,2017,Cora,279
CA,female,2017,Kylie,279
FL,male,2010,Ayden,279
IN,female,2010,Emily,279
IL,female,2012,Zoe,279
IL,male,2013,Connor,279
IL,male,2014,Cameron,279
FL,female,2015,Genesis,279
IL,female,2015,Brooklyn,279
IL,male,2015,Angel,279
IL,female,2016,Lillian,279
IN,male,2016,Michael,279
FL,male,2017,Kevin,279
IL,male,2017,Ryan,279
MA,male,2010,Mason,279
MD,male,2011,Joshua,279
MA,male,2012,Daniel,279
MO,male,2012,Alexander,279
KY,male,2013,James,279
MN,male,2013,Benjamin,279
MD,male,2017,Logan,279
NC,male,2010,Connor,279
NY,male,2011,Tristan,279
NC,male,2012,Colton,279
NJ,male,2013,Justin,279
NC,male,2016,Charles,279
NC,male,2016,Isaac,279
NY,male,2017,Max,279
OH,male,2010,Parker,279
PA,male,2010,Isaiah,279
PA,male,2011,Jordan,279
PA,male,2011,Wyatt,279
SC,male,2012,James,279
OH,female,2013,Layla,279
TN,male,2013,Benjamin,279
OH,male,2015,Ryan,279
OH,male,2016,David,279
TN,female,2016,Isabella,279
TX,male,2010,Devin,279
TX,male,2010,Riley,279
TX,male,2011,Sergio,279
TX,male,2011,Steven,279
WI,male,2011,Jackson,279
TX,male,2013,Max,279
TX,male,2013,Nicolas,279
WI,male,2013,Logan,279
TX,female,2014,Giselle,279
TX,female,2014,London,279
TX,female,2014,Vivian,279
TX,male,2014,Jude,279
TX,male,2016,King,279
TX,male,2016,Max,279
TX,male,2017,Hector,279
TX,male,2017,Jayce,279
CA,female,2010,Karina,278
CA,female,2010,Serenity,278
CT,female,2010,Isabella,278
CA,female,2011,Mackenzie,278
CA,male,2011,Hayden,278
CA,female,2012,Kennedy,278
CA,male,2013,Ruben,278
CA,female,2014,Cali,278
AZ,male,2015,Benjamin,278
AZ,female,2016,Sofia,278
CA,female,2016,Bailey,278
CA,female,2017,Kamila,278
GA,male,2010,Luke,278
IN,male,2010,Benjamin,278
FL,male,2011,Charles,278
IN,female,2011,Ella,278
IL,male,2012,Dominic,278
IN,male,2012,Landon,278
FL,female,2014,Scarlett,278
IN,male,2014,Andrew,278
FL,female,2015,Allison,278
FL,male,2015,Blake,278
FL,male,2015,Xavier,278
FL,female,2017,Zoe,278
IL,male,2017,Christopher,278
MA,female,2010,Mia,278
MI,male,2010,Isaac,278
KY,male,2011,Brayden,278
MA,male,2012,Cameron,278
MI,male,2012,Jack,278
LA,female,2013,Emma,278
MA,male,2014,Jackson,278
MI,female,2014,Avery,278
MA,male,2015,Jackson,278
MD,female,2015,Emma,278
LA,male,2016,Liam,278
MN,male,2016,Liam,278
LA,female,2017,Ava,278
MD,male,2017,Jacob,278
MI,female,2017,Grace,278
NC,female,2010,Alexis,278
NJ,male,2011,Jack,278
NJ,male,2012,Nathan,278
NC,male,2014,Hunter,278
NJ,male,2014,Christian,278
NC,male,2015,Dylan,278
