State,Gender,Year,Name,Frequency
FL,female,2011,Aubree,120
FL,female,2011,Melissa,120
FL,female,2011,Summer,120
FL,male,2011,Javier,120
FL,male,2011,Roman,120
GA,female,2011,Aubree,120
GA,female,2011,Mckenzie,120
GA,male,2011,Jaylen,120
ID,male,2011,Mason,120
IL,female,2011,Destiny,120
IL,female,2011,Jasmine,120
IL,male,2011,George,120
FL,female,2012,Eliana,120
FL,male,2012,Brady,120
FL,male,2012,Leo,120
GA,female,2012,Camila,120
GA,male,2012,Antonio,120
GA,male,2012,Brody,120
IL,female,2012,Annabelle,120
IL,female,2012,Laila,120
IL,male,2012,Ryder,120
FL,female,2013,Alexia,120
FL,female,2013,Summer,120
GA,female,2013,Mariah,120
GA,female,2013,Rylee,120
IA,male,2013,Aiden,120
IA,male,2013,Samuel,120
IL,male,2013,Elias,120
IN,male,2013,Ayden,120
IN,male,2013,Ian,120
FL,female,2014,Adrianna,120
FL,female,2014,Cali,120
FL,male,2014,Andres,120
FL,male,2014,Avery,120
GA,female,2014,Camila,120
GA,female,2014,Kinsley,120
GA,male,2014,Jayceon,120
GA,male,2014,Maddox,120
IN,female,2014,Alexis,120
IN,female,2014,Hadley,120
IN,female,2014,Lily,120
IN,male,2014,Camden,120
IN,male,2014,Chase,120
KS,male,2014,Carter,120
FL,female,2015,Delilah,120
FL,male,2015,Kenneth,120
GA,female,2015,Samantha,120
GA,male,2015,Jose,120
IL,female,2015,Delilah,120
IL,male,2015,Tristan,120
IN,female,2015,Stella,120
FL,female,2016,Ana,120
FL,female,2016,Jordyn,120
FL,male,2016,Aidan,120
GA,female,2016,Samantha,120
GA,male,2016,Kaleb,120
GA,male,2016,Maddox,120
IL,male,2016,Graham,120
IL,male,2016,Ivan,120
IN,female,2016,Hadley,120
FL,female,2017,Bailey,120
FL,female,2017,Laila,120
FL,male,2017,Steven,120
GA,male,2017,Nathaniel,120
IN,male,2017,Ezekiel,120
IN,male,2017,Sebastian,120
KY,male,2010,Anthony,120
KY,male,2010,Dylan,120
MA,female,2010,Alexis,120
MA,female,2010,Natalie,120
MA,male,2010,Kyle,120
MI,female,2010,Bella,120
MO,male,2010,Ian,120
MO,male,2010,Jaxon,120
KY,female,2011,Avery,120
MA,female,2011,Maya,120
MA,male,2011,Austin,120
MD,female,2011,Gabriella,120
MD,female,2011,Zoey,120
MI,female,2011,Trinity,120
MI,male,2011,Adrian,120
MI,male,2011,Jace,120
KY,female,2012,Amelia,120
KY,female,2012,Layla,120
KY,male,2012,Bryson,120
LA,female,2012,Amelia,120
MA,male,2012,Nolan,120
MD,male,2012,Colton,120
MD,male,2012,Xavier,120
MI,female,2012,Lydia,120
MA,female,2013,Nora,120
MA,male,2013,Patrick,120
MI,female,2013,Allison,120
KY,male,2014,Robert,120
MA,female,2014,Aubrey,120
MA,male,2014,Leo,120
MI,male,2014,Brandon,120
MO,male,2014,Jase,120
KY,male,2015,David,120
MA,female,2015,Caroline,120
MD,male,2015,Colton,120
MD,male,2015,Jason,120
MI,female,2015,Aurora,120
MI,male,2015,Harrison,120
MN,female,2015,Scarlett,120
LA,male,2016,Samuel,120
MA,female,2016,Savannah,120
MI,male,2016,Kaiden,120
MN,female,2016,Paisley,120
MO,female,2016,Audrey,120
LA,male,2017,Alexander,120
LA,male,2017,Thomas,120
MD,male,2017,Chase,120
MI,female,2017,Josephine,120
MI,female,2017,Nevaeh,120
MO,female,2017,Lily,120
MS,male,2010,Jordan,120
NC,female,2010,Bailey,120
NC,female,2010,Madeline,120
NC,male,2010,Oliver,120
NJ,male,2010,Ian,120
NJ,male,2010,Luis,120
NV,female,2010,Olivia,120
NV,male,2010,Joshua,120
NY,female,2010,Brielle,120
NY,female,2010,Mariah,120
NY,male,2010,Raymond,120
NC,male,2011,Caden,120
NY,female,2011,Gia,120
NY,female,2011,Trinity,120
NY,male,2011,Shawn,120
MS,female,2012,Olivia,120
NC,female,2012,Arianna,120
NC,female,2012,Bailey,120
NC,male,2012,Kaleb,120
NJ,female,2012,Camila,120
NJ,female,2012,Savannah,120
NJ,male,2012,Cole,120
NJ,male,2012,Colin,120
NV,male,2012,Christopher,120
NV,male,2012,Elijah,120
NY,female,2012,Daniela,120
NY,female,2012,Juliet,120
NY,female,2012,Lydia,120
NY,male,2012,Anderson,120
NC,female,2013,Reagan,120
NC,male,2013,Brody,120
NJ,female,2013,Angelina,120
NJ,female,2013,Harper,120
NJ,male,2013,Ayden,120
NM,male,2013,Liam,120
NV,male,2013,Angel,120
NC,female,2014,Trinity,120
NC,male,2014,King,120
NM,female,2014,Mia,120
NY,female,2014,Nina,120
NY,male,2014,Damian,120
MS,female,2015,Madison,120
NC,male,2015,Jaxson,120
NE,female,2015,Emma,120
NJ,female,2015,Stella,120
NJ,male,2015,Nathaniel,120
NV,male,2015,Logan,120
NY,female,2015,Lia,120
NY,male,2015,Kenneth,120
NY,male,2015,Maximus,120
NY,male,2015,Yisroel,120
NC,male,2016,Adam,120
NC,male,2016,Axel,120
NJ,female,2016,Kayla,120
NY,female,2016,Angela,120
NC,female,2017,Camila,120
NC,male,2017,Amir,120
NJ,female,2017,Arianna,120
NY,male,2017,Ezekiel,120
NY,male,2017,Weston,120
OH,male,2010,Braylon,120
OH,male,2010,Kaiden,120
OK,female,2010,Nevaeh,120
OK,male,2010,Cooper,120
PA,female,2010,Gabrielle,120
PA,female,2010,Kendall,120
PA,female,2010,Maya,120
SC,male,2010,Hunter,120
OH,male,2011,Richard,120
PA,female,2011,Trinity,120
SC,male,2011,Hunter,120
SC,male,2011,Jonathan,120
OH,female,2012,Scarlett,120
PA,female,2012,Khloe,120
PA,female,2012,Sadie,120
PA,male,2012,Aidan,120
PA,male,2012,Oliver,120
SC,female,2012,Harper,120
OH,female,2013,Vivian,120
OH,male,2013,Greyson,120
OH,male,2013,Jude,120
OK,male,2013,Henry,120
OR,male,2013,Jayden,120
PA,female,2013,Jocelyn,120
PA,female,2013,Sophie,120
SC,female,2013,Ella,120
TN,female,2013,Serenity,120
OH,female,2014,Quinn,120
OK,male,2014,Bentley,120
OK,male,2014,Jayden,120
OR,female,2014,Avery,120
OR,male,2014,Gabriel,120
PA,female,2014,Reagan,120
PA,female,2014,Willow,120
SC,male,2014,Lucas,120
TN,female,2014,Audrey,120
TN,male,2014,Camden,120
OH,male,2015,Colin,120
OH,male,2015,Zayden,120
OK,male,2015,Christopher,120
OK,male,2015,Hudson,120
PA,male,2015,Everett,120
PA,male,2015,Jameson,120
SC,male,2015,Jeremiah,120
OK,male,2016,Ethan,120
OK,male,2016,Henry,120
OR,male,2016,Jacob,120
OR,male,2016,Lincoln,120
PA,female,2016,Alice,120
PA,female,2016,Teagan,120
PA,male,2016,Tristan,120
OH,female,2017,Hadley,120
OH,female,2017,Luna,120
OH,male,2017,Brody,120
OR,female,2017,Ava,120
PA,male,2017,Harrison,120
PA,male,2017,Tristan,120
SC,male,2017,Jaxon,120
SC,male,2017,Levi,120
TN,female,2017,Aubree,120
TN,female,2017,Kennedy,120
TX,female,2010,Alison,120
TX,female,2010,Brisa,120
TX,female,2010,Heidi,120
TX,female,2010,Tatum,120
TX,female,2010,Viviana,120
TX,male,2010,Aden,120
TX,male,2010,Jett,120
UT,female,2010,Avery,120
WA,male,2010,Ian,120
WA,male,2010,Ryder,120
WI,female,2010,Anna,120
WI,male,2010,Zachary,120
TX,female,2011,Eleanor,120
TX,female,2011,Jayden,120
TX,female,2011,Tatum,120
TX,male,2011,Aden,120
TX,male,2011,Cade,120
UT,female,2011,Samantha,120
UT,male,2011,Wyatt,120
WA,female,2011,Harper,120
WA,male,2011,Cooper,120
WA,male,2011,Nolan,120
WI,male,2011,Jordan,120
TX,female,2012,Amanda,120
TX,female,2012,Kenia,120
UT,male,2012,Gabriel,120
WA,male,2012,Charles,120
WI,male,2012,Dylan,120
WI,male,2012,Jaxon,120
WI,male,2012,Luke,120
WV,female,2012,Sophia,120
TX,female,2013,Hayden,120
TX,female,2013,Katie,120
UT,female,2013,Amelia,120
UT,female,2013,Claire,120
UT,female,2013,Ellie,120
VA,female,2013,Penelope,120
WA,male,2013,Kevin,120
WI,male,2013,Carson,120
TX,female,2014,April,120
WA,female,2014,Ruby,120
WA,male,2014,Dominic,120
WA,male,2014,Miles,120
WI,female,2014,Lucy,120
WI,male,2014,Dominic,120
TX,female,2015,Harmony,120
TX,male,2015,Aldo,120
TX,male,2015,Case,120
TX,male,2015,Dallas,120
TX,male,2015,Jay,120
TX,male,2015,Karson,120
TX,male,2015,Saul,120
UT,male,2015,David,120
UT,male,2015,Elijah,120
UT,male,2015,Grayson,120
VA,female,2015,Naomi,120
VA,female,2015,Violet,120
VA,male,2015,Lincoln,120
VA,male,2015,Theodore,120
WI,male,2015,Bentley,120
TX,female,2016,Joy,120
TX,male,2016,Archer,120
TX,male,2016,Devin,120
TX,male,2016,Uriel,120
UT,female,2016,Ruby,120
VA,female,2016,Hazel,120
WA,female,2016,Adeline,120
WA,female,2016,Maya,120
WA,female,2016,Victoria,120
WA,male,2016,Christopher,120
WI,female,2016,Hannah,120
WI,female,2016,Lydia,120
WI,female,2016,Stella,120
WI,male,2016,Miles,120
TX,female,2017,Jayleen,120
TX,male,2017,Nehemiah,120
VA,female,2017,Autumn,120
WA,male,2017,Austin,120
WA,male,2017,Cameron,120
WA,male,2017,Ezekiel,120
WI,male,2017,Charles,120
CA,female,2010,Aylin,119
CA,female,2010,Lia,119
CA,female,2010,Rosa,119
CA,male,2010,Phillip,119
AL,female,2011,Lily,119
AR,male,2011,Brayden,119
AZ,male,2011,Josiah,119
CA,female,2011,Adrianna,119
CA,female,2011,Ayleen,119
CA,female,2011,Daphne,119
CA,female,2011,Nina,119
CA,female,2011,Teresa,119
CT,female,2011,Gianna,119
CT,male,2011,Christian,119
CT,male,2011,Evan,119
AL,male,2012,Grayson,119
CA,female,2012,Catalina,119
CA,female,2012,Irene,119
CA,female,2012,Nataly,119
CA,female,2012,Willow,119
CA,male,2012,Leon,119
CO,male,2012,Adrian,119
CO,male,2012,Robert,119
AL,male,2013,Bryson,119
AZ,male,2013,Ayden,119
CA,male,2013,Izaiah,119
AL,male,2014,Jonathan,119
AL,male,2014,Thomas,119
AZ,male,2014,Roman,119
CA,female,2014,Angel,119
CA,female,2014,Briana,119
CA,female,2014,Giuliana,119
CA,female,2014,Karen,119
CA,female,2014,Kenzie,119
CA,female,2014,Noemi,119
CA,male,2014,Nico,119
CO,male,2014,Gavin,119
CO,male,2014,Jonathan,119
AL,female,2015,Mary,119
AL,female,2015,Zoey,119
AL,male,2015,Andrew,119
AR,male,2015,Carter,119
AR,male,2015,Jaxon,119
AZ,female,2015,Addison,119
AZ,female,2015,Audrey,119
CA,female,2015,Adelynn,119
CA,female,2015,Crystal,119
CA,female,2015,Lucille,119
CA,male,2015,Moses,119
AL,male,2016,Cameron,119
AZ,female,2016,Luna,119
AZ,female,2016,Violet,119
CA,male,2016,Mathew,119
CO,female,2016,Claire,119
AL,male,2017,Alexander,119
AZ,male,2017,Juan,119
CA,female,2017,Cali,119
CA,female,2017,Clarissa,119
CA,female,2017,Jazlyn,119
CA,female,2017,Marilyn,119
CA,male,2017,Ariel,119
CA,male,2017,Emerson,119
CA,male,2017,Valentino,119
CO,male,2017,Adrian,119
CO,male,2017,Elias,119
GA,male,2010,Aidan,119
IA,male,2010,Gabriel,119
IA,male,2010,Jack,119
IL,female,2010,Giselle,119
KS,male,2010,Michael,119
FL,female,2011,Kylee,119
FL,male,2011,Malik,119
GA,male,2011,Jace,119
GA,male,2011,Peyton,119
IA,female,2011,Isabella,119
IL,female,2011,Lydia,119
IL,male,2011,Jaxson,119
IL,male,2011,Joel,119
IN,female,2011,Lucy,119
IN,male,2011,Justin,119
FL,female,2012,Elena,119
FL,female,2012,Isabelle,119
FL,female,2012,Kylee,119
FL,female,2012,Paris,119
FL,male,2012,Declan,119
FL,male,2012,Miles,119
IA,male,2012,Landon,119
IL,female,2012,Genesis,119
IL,female,2012,Khloe,119
IL,female,2012,Ruby,119
IL,male,2012,Brady,119
IN,female,2012,Savannah,119
IN,male,2012,Nicholas,119
FL,male,2013,Maximus,119
GA,female,2013,Leah,119
GA,male,2013,Preston,119
IA,male,2013,Elijah,119
IA,male,2013,Hunter,119
IL,female,2013,Maria,119
IN,male,2013,Xavier,119
KS,female,2013,Avery,119
FL,female,2014,Arabella,119
FL,male,2014,Zayden,119
GA,male,2014,Adam,119
ID,female,2014,Emma,119
IL,female,2014,Jocelyn,119
IL,male,2014,Brady,119
IL,male,2014,Sawyer,119
IN,female,2014,Audrey,119
IN,female,2014,Ellie,119
IN,female,2014,Leah,119
IN,female,2014,Nevaeh,119
IN,male,2014,Robert,119
IN,male,2014,Thomas,119
KS,male,2014,Hunter,119
FL,female,2015,Julianna,119
FL,male,2015,Angelo,119
FL,male,2015,George,119
GA,male,2015,Xavier,119
IL,female,2015,Brianna,119
IL,male,2015,Alex,119
IL,male,2015,Brantley,119
IL,male,2015,Matteo,119
FL,female,2016,Ariel,119
FL,female,2016,Isabel,119
FL,male,2016,Enzo,119
FL,male,2016,Everett,119
GA,female,2016,Claire,119
GA,female,2016,Katherine,119
GA,male,2016,Zachary,119
ID,female,2016,Emma,119
ID,male,2016,Oliver,119
IL,female,2016,Delilah,119
IL,female,2016,London,119
IL,male,2016,Ryder,119
IL,male,2016,Silas,119
IN,female,2016,Penelope,119
IN,male,2016,Ryder,119
KS,female,2016,Elizabeth,119
FL,female,2017,Arya,119
GA,male,2017,Zion,119
IA,male,2017,Logan,119
IL,male,2017,Cole,119
IN,female,2017,Hadley,119
IN,male,2017,Jace,119
KY,male,2010,Wyatt,119
KY,male,2010,Zachary,119
LA,female,2010,Avery,119
MA,male,2010,Dominic,119
MD,female,2010,Gabriella,119
MD,male,2010,Xavier,119
LA,male,2011,Kayden,119
MA,male,2011,Cole,119
MA,male,2011,Dominic,119
MA,male,2011,Max,119
MA,male,2011,Robert,119
MD,female,2011,Hannah,119
MD,female,2011,Khloe,119
MO,female,2011,Claire,119
MO,female,2011,Khloe,119
MO,female,2011,Zoe,119
MO,male,2011,Cole,119
LA,male,2012,Jaxon,119
MA,female,2012,Maya,119
MA,male,2012,Sebastian,119
MD,female,2012,Riley,119
MI,male,2012,Tristan,119
MN,male,2012,Anthony,119
KY,female,2013,Amelia,119
KY,male,2013,Carson,119
LA,male,2013,David,119
LA,male,2013,Samuel,119
MD,female,2013,Addison,119
MD,male,2013,Kevin,119
MI,female,2013,Payton,119
MN,male,2013,Bennett,119
MN,male,2013,Joshua,119
MO,female,2013,Serenity,119
MO,male,2013,Brody,119
MO,male,2013,Jeremiah,119
KY,male,2014,Jace,119
LA,female,2014,Layla,119
LA,male,2014,Bentley,119
MD,female,2014,Savannah,119
MI,female,2014,Sadie,119
MI,male,2014,Kayden,119
MN,female,2014,Hannah,119
MN,male,2014,Zachary,119
MO,female,2014,Eleanor,119
MO,female,2014,Hadley,119
MA,female,2015,Riley,119
MI,female,2015,Faith,119
MI,female,2015,London,119
LA,female,2016,Riley,119
LA,male,2016,Jeremiah,119
MA,female,2016,Julia,119
MA,male,2016,Grayson,119
MA,male,2016,Tyler,119
MD,male,2016,Camden,119
MN,female,2016,Chloe,119
MN,female,2016,Natalie,119
MO,male,2016,Anthony,119
MO,male,2016,Jaxson,119
MA,female,2017,Caroline,119
MA,female,2017,Julia,119
MD,male,2017,Jonathan,119
MN,female,2017,Zoey,119
MO,male,2017,Leo,119
MO,male,2017,Matthew,119
MO,male,2017,Nolan,119
MS,male,2010,Caleb,119
MS,male,2010,Joseph,119
NC,female,2010,Jasmine,119
NC,female,2010,Kaitlyn,119
NJ,female,2010,Mackenzie,119
NM,male,2010,Joshua,119
NY,female,2010,Valerie,119
NY,male,2010,Trevor,119
MS,male,2011,Jeremiah,119
NC,female,2011,Madelyn,119
NC,male,2011,Sebastian,119
NE,male,2011,Jackson,119
NJ,female,2011,Sydney,119
NY,female,2011,Lila,119
NY,male,2011,Micah,119
NJ,female,2012,Harper,119
NJ,female,2012,Mackenzie,119
NJ,male,2012,Alex,119
NV,male,2012,William,119
NY,female,2012,Keira,119
NY,female,2012,Kendall,119
NY,male,2012,Marco,119
NY,male,2012,Ryder,119
NY,male,2012,Yisroel,119
NC,female,2013,Madeline,119
NJ,female,2013,Makayla,119
NJ,female,2013,Savannah,119
NY,female,2013,Rose,119
NY,male,2013,Dean,119
NY,male,2013,Riley,119
NC,female,2014,Cora,119
NC,male,2014,Adam,119
NJ,female,2014,Kaylee,119
NM,male,2014,Elijah,119
NY,female,2014,Adrianna,119
NY,female,2014,Josephine,119
NY,female,2014,Piper,119
NY,male,2014,Ali,119
NY,male,2014,Dominick,119
NY,male,2014,Julius,119
NV,male,2015,Aiden,119
NY,male,2015,Lukas,119
MS,male,2016,Kingston,119
NY,female,2016,Fatima,119
NY,female,2016,Molly,119
NY,female,2016,Nevaeh,119
NY,male,2016,Yehuda,119
NC,male,2017,Nathaniel,119
NJ,female,2017,Ariana,119
NJ,female,2017,Madelyn,119
NY,female,2017,Aubree,119
NY,female,2017,Faith,119
NY,male,2017,Brian,119
NY,male,2017,Calvin,119
OH,female,2010,Sofia,119
OK,male,2010,Brody,119
TN,female,2010,Bailey,119
OH,female,2011,Gracie,119
OH,female,2011,Mariah,119
OH,male,2011,Eric,119
OR,male,2011,Jack,119
PA,female,2011,Aubree,119
TN,female,2011,Charlotte,119
OH,female,2012,Brooklynn,119
OK,male,2012,David,119
OR,female,2012,Evelyn,119
PA,female,2012,Kennedy,119
SC,male,2012,Hunter,119
TN,male,2012,Justin,119
OH,female,2013,Bailey,119
OH,female,2013,Eva,119
OH,female,2013,Hadley,119
OH,female,2013,London,119
PA,female,2013,Cora,119
PA,female,2013,Faith,119
SC,female,2013,Amelia,119
SC,female,2013,Caroline,119
OH,male,2014,Maddox,119
OK,female,2014,Paisley,119
OK,male,2014,Landon,119
OR,male,2014,Michael,119
PA,female,2014,Alexa,119
SC,female,2014,Charlotte,119
SC,female,2014,Skylar,119
SC,male,2014,Isaiah,119
TN,female,2014,Alexis,119
TN,male,2014,Nathan,119
OK,male,2015,Lucas,119
PA,female,2015,Bella,119
PA,female,2015,Clara,119
PA,male,2015,Ezra,119
SC,male,2015,Henry,119
TN,male,2015,Josiah,119
OH,female,2016,Alaina,119
PA,male,2016,Brandon,119
SC,female,2016,Addison,119
SC,female,2016,Ella,119
SC,female,2016,Layla,119
SC,male,2016,Levi,119
TN,male,2016,Gavin,119
OH,female,2017,Emery,119
OH,female,2017,Victoria,119
OH,male,2017,Ashton,119
OK,male,2017,Aiden,119
OK,male,2017,Henry,119
OK,male,2017,Jackson,119
PA,female,2017,Elena,119
PA,male,2017,Emmett,119
PA,male,2017,Jayce,119
SC,female,2017,Addison,119
SC,male,2017,Alexander,119
SC,male,2017,Christian,119
TX,female,2010,Cassandra,119
TX,female,2010,Jayda,119
TX,female,2010,Jayden,119
TX,female,2010,Maddison,119
TX,male,2010,Julius,119
TX,male,2010,Peter,119
UT,male,2010,Gavin,119
UT,male,2010,Max,119
WA,female,2010,Nevaeh,119
WA,female,2010,Stella,119
WA,male,2010,Juan,119
WA,male,2010,Riley,119
WI,male,2010,Aaron,119
WI,male,2010,Cameron,119
TX,female,2011,Brynlee,119
TX,male,2011,Cruz,119
UT,female,2011,Ella,119
UT,male,2011,Lucas,119
UT,male,2011,Michael,119
VA,male,2011,Cole,119
WA,female,2011,Naomi,119
WA,male,2011,Josiah,119
WI,female,2011,Harper,119
TX,female,2012,Abby,119
TX,female,2012,Bianca,119
TX,female,2012,Lola,119
TX,female,2012,Mikayla,119
TX,female,2012,Nora,119
TX,male,2012,Donovan,119
TX,male,2012,Julius,119
TX,male,2012,Trevor,119
UT,female,2012,Mia,119
UT,male,2012,David,119
VA,female,2012,Julia,119
VA,female,2012,Kylie,119
VA,female,2012,Peyton,119
WA,female,2012,Alexis,119
WA,female,2012,Lucy,119
WA,male,2012,Dominic,119
WA,male,2012,Nolan,119
WI,female,2012,Zoey,119
WI,male,2012,Isaiah,119
TX,female,2013,Guadalupe,119
TX,female,2013,Isla,119
TX,female,2013,Lucia,119
TX,female,2013,Parker,119
TX,female,2013,Tatum,119
TX,male,2013,Alfredo,119
TX,male,2013,Felix,119
TX,male,2013,Jasper,119
TX,male,2013,Troy,119
UT,female,2013,Chloe,119
UT,female,2013,Mia,119
UT,male,2013,Cooper,119
VA,female,2013,Madelyn,119
VA,female,2013,Nevaeh,119
VA,male,2013,Declan,119
WA,female,2013,Ellie,119
WA,male,2013,Cooper,119
WA,male,2013,Jose,119
WI,male,2013,Nathan,119
TX,male,2014,Ace,119
TX,male,2014,Beckett,119
TX,male,2014,Cade,119
TX,male,2014,Moises,119
TX,male,2014,Paxton,119
WA,female,2014,Eleanor,119
WA,female,2014,Layla,119
WA,male,2014,Brayden,119
TX,female,2015,Angelique,119
TX,female,2015,Molly,119
UT,male,2015,Jaxon,119
WI,female,2015,Hannah,119
TX,female,2016,Alicia,119
TX,female,2016,Evangeline,119
TX,female,2016,Lia,119
TX,female,2016,Marley,119
UT,female,2016,Grace,119
VA,female,2016,Madeline,119
VA,female,2016,Reagan,119
VA,male,2016,Dominic,119
WA,female,2016,Quinn,119
WA,female,2016,Ruby,119
WA,male,2016,Ian,119
WA,male,2016,Jason,119
WA,male,2016,Parker,119
WI,female,2016,Lily,119
WI,female,2016,Penelope,119
WI,male,2016,David,119
TX,female,2017,Brooke,119
TX,female,2017,Esther,119
TX,female,2017,Genevieve,119
TX,female,2017,Julieta,119
TX,female,2017,Leia,119
TX,female,2017,Marley,119
TX,male,2017,Alfredo,119
VA,male,2017,Declan,119
WI,female,2017,Brooklyn,119
WI,male,2017,Emmett,119
WI,male,2017,John,119
AZ,female,2010,Serenity,118
CA,female,2010,Natasha,118
CA,female,2010,Siena,118
CO,male,2010,Nicholas,118
CO,male,2010,Thomas,118
AL,male,2011,Connor,118
AR,male,2011,Christopher,118
CA,female,2011,Anabelle,118
CO,male,2011,Jordan,118
AL,female,2012,Zoey,118
AR,female,2012,Harper,118
AR,male,2012,Eli,118
AZ,male,2012,Colton,118
AZ,male,2012,Oliver,118
CA,female,2012,Arely,118
CA,male,2012,Dillon,118
CO,female,2012,Hannah,118
CO,male,2012,Dominic,118
CT,female,2012,Abigail,118
CT,male,2012,Christopher,118
CA,female,2013,Nina,118
CA,female,2013,Talia,118
CA,male,2013,Ernesto,118
AR,female,2014,Abigail,118
AR,female,2014,Sophia,118
CA,female,2014,Anaya,118
CA,male,2014,Graham,118
AZ,male,2015,Connor,118
AZ,male,2015,Nicholas,118
AZ,male,2015,Thomas,118
CA,female,2015,Dakota,118
CA,female,2015,Julieta,118
CA,male,2015,Matias,118
CO,female,2015,Zoe,118
CO,male,2015,Christopher,118
CT,male,2015,David,118
AL,male,2016,Matthew,118
AZ,female,2016,Ellie,118
AZ,female,2016,Zoe,118
CA,female,2016,Ariella,118
CA,female,2016,Cassandra,118
CA,female,2016,Cynthia,118
CA,male,2016,Brady,118
CA,male,2016,Johnathan,118
CA,male,2016,Legend,118
CO,female,2016,Brooklyn,118
CO,female,2016,Eleanor,118
AR,male,2017,John,118
AR,male,2017,Oliver,118
AZ,female,2017,Chloe,118
AZ,male,2017,Hudson,118
AZ,male,2017,Leo,118
CA,female,2017,Gia,118
CA,female,2017,Kaitlyn,118
CA,male,2017,Bruce,118
CA,male,2017,Emanuel,118
CA,male,2017,Jaiden,118
CO,female,2017,Madison,118
CO,female,2017,Riley,118
CO,female,2017,Victoria,118
CT,female,2017,Ella,118
CT,male,2017,Jackson,118
FL,female,2010,Liliana,118
FL,female,2010,Molly,118
FL,male,2010,Jace,118
FL,male,2010,Malik,118
IL,female,2010,Mariah,118
IN,male,2010,Justin,118
KS,female,2010,Elizabeth,118
KS,male,2010,James,118
FL,female,2011,Amy,118
FL,female,2011,Rebecca,118
GA,female,2011,Destiny,118
GA,male,2011,Brody,118
IA,female,2011,Abigail,118
IA,female,2011,Natalie,118
IA,male,2011,Hayden,118
IL,female,2011,Lyla,118
IL,female,2011,Scarlett,118
IL,male,2011,Jake,118
IN,male,2011,Ian,118
KS,male,2011,Carter,118
FL,female,2012,Kaitlyn,118
FL,female,2012,Leilani,118
GA,female,2012,Kinsley,118
GA,male,2012,Jaylen,118
IL,female,2012,Eva,118
IL,male,2012,Grant,118
IN,female,2012,Lydia,118
FL,female,2013,Harmony,118
FL,female,2013,Paris,118
FL,male,2013,Jorge,118
FL,male,2013,Maxwell,118
GA,female,2013,Annabelle,118
GA,male,2013,Brody,118
IA,female,2013,Charlotte,118
IA,female,2013,Ella,118
IL,female,2013,Isabelle,118
IL,male,2013,Carlos,118
IN,male,2013,Zachary,118
KS,female,2013,Charlotte,118
KS,female,2013,Elizabeth,118
FL,female,2014,Isla,118
FL,female,2014,Lyla,118
FL,female,2014,Paris,118
FL,female,2014,Sydney,118
GA,female,2014,Alexis,118
GA,male,2014,Amir,118
GA,male,2014,Antonio,118
GA,male,2014,Hayden,118
KS,male,2014,Isaac,118
IA,female,2015,Avery,118
IA,male,2015,Carter,118
IL,female,2015,Molly,118
IL,male,2015,Abel,118
IL,male,2015,Ivan,118
IN,female,2015,Sofia,118
IN,male,2015,Ezra,118
IN,male,2015,Xavier,118
GA,female,2016,Faith,118
GA,female,2016,Reagan,118
IA,male,2016,Elijah,118
IL,male,2016,Diego,118
IN,female,2016,Anna,118
KS,male,2016,Hunter,118
FL,female,2017,Adalynn,118
FL,female,2017,Daniela,118
FL,male,2017,Amari,118
GA,male,2017,Theodore,118
IL,male,2017,Wesley,118
IN,female,2017,Kennedy,118
IN,female,2017,Violet,118
IN,male,2017,Bryson,118
IN,male,2017,Parker,118
MA,female,2010,Brooke,118
MA,male,2010,Julian,118
MI,female,2010,Kayla,118
MI,male,2010,Kayden,118
MI,male,2010,Micah,118
MA,female,2011,Caroline,118
MA,female,2011,Molly,118
MA,male,2011,Aidan,118
MD,female,2011,Riley,118
MI,female,2011,Victoria,118
MO,female,2011,Allison,118
MO,female,2011,Audrey,118
MO,male,2011,Ayden,118
MO,male,2011,Dominic,118
KY,female,2012,Anna,118
MA,male,2012,Max,118
MD,female,2012,Sofia,118
MD,male,2012,Jason,118
MI,female,2012,Arianna,118
MI,female,2012,Serenity,118
MN,male,2012,Cameron,118
LA,male,2013,Anthony,118
MA,female,2013,Caroline,118
MD,female,2013,Zoey,118
MI,female,2013,Ellie,118
MI,female,2013,Mila,118
MI,female,2013,Penelope,118
MN,female,2013,Madison,118
MN,female,2013,Violet,118
MO,female,2013,Hadley,118
MO,male,2013,Josiah,118
MA,female,2014,Scarlett,118
MA,male,2014,Austin,118
MA,male,2014,Max,118
MD,female,2014,Allison,118
MN,male,2014,Anthony,118
MN,male,2014,Jayden,118
MO,female,2014,Scarlett,118
KY,male,2015,Brantley,118
KY,male,2015,Jaxson,118
LA,male,2015,Lucas,118
LA,male,2015,Oliver,118
MD,male,2015,Robert,118
MI,female,2015,Josephine,118
MN,male,2015,Dylan,118
MO,female,2015,Anna,118
KY,male,2016,Connor,118
LA,male,2016,Alexander,118
MA,male,2016,Jason,118
MD,female,2016,Lillian,118
MD,female,2016,Savannah,118
MI,female,2016,Adeline,118
MI,male,2016,Maverick,118
MO,female,2016,Layla,118
MO,male,2016,Bryson,118
MO,male,2016,Dylan,118
MA,male,2017,Aaron,118
MD,female,2017,Chloe,118
MD,female,2017,Victoria,118
MI,male,2017,Jude,118
MN,female,2017,Emily,118
MN,male,2017,Caleb,118
MS,male,2010,Mason,118
NC,female,2010,Gabrielle,118
NV,female,2010,Mia,118
NV,male,2010,Christian,118
NV,male,2010,Joseph,118
NY,female,2010,Aniyah,118
NY,female,2010,Daniella,118
